    [10, 1, 8, 76, 2, 10, 81, 9, 81, 3, 1, 76, 9, 76, 4, 76, 3, 7, 61, 9, 61, 3, 61, 3, 5, 77, 3, 77, 2, 77, 2, 9, 26, 3, 26, 3, 3, 74, 7, 74, 2, 74, 2, 6, 22, 7, 22, 1, 2, 58, 1, 4, 78];
    [10, 3, 7, 30, 9, 30, 5, 30, 1, 9, 72, 2, 4, 43, 8, 43, 2, 1, 65, 8, 65, 2, 2, 16, 3, 16, 1, 5, 92, 1, 6, 95, 3, 10, 29, 7, 29, 6, 29, 1, 3, 99, 3, 8, 64, 1, 64, 4, 64];
    [10, 3, 2, 35, 8, 35, 9, 35, 1, 4, 74, 1, 6, 16, 1, 5, 85, 3, 1, 7, 5, 7, 4, 7, 3, 3, 81, 5, 81, 10, 81, 2, 7, 86, 4, 86, 2, 9, 61, 1, 61, 2, 10, 35, 6, 35, 1, 8, 34];
    [10, 2, 2, 97, 5, 97, 1, 8, 43, 2, 5, 72, 2, 72, 1, 7, 88, 2, 6, 17, 5, 17, 1, 1, 43, 1, 9, 94, 2, 4, 64, 10, 64, 1, 10, 22, 2, 3, 42, 1, 42];
    [10, 1, 8, 99, 1, 3, 84, 3, 9, 99, 10, 99, 6, 99, 2, 6, 98, 1, 98, 3, 2, 20, 5, 20, 8, 20, 2, 7, 31, 8, 31, 1, 4, 74, 3, 1, 92, 5, 92, 10, 92, 3, 10, 23, 7, 23, 1, 23, 2, 5, 89, 8, 89];
    [10, 3, 9, 32, 6, 32, 1, 32, 1, 1, 6, 2, 5, 55, 6, 55, 2, 6, 19, 10, 19, 2, 10, 81, 8, 81, 3, 2, 81, 7, 81, 5, 81, 2, 8, 40, 3, 40, 1, 7, 9, 1, 4, 37, 1, 3, 40];
    [10, 2, 7, 15, 1, 15, 2, 3, 70, 1, 70, 1, 9, 25, 3, 2, 46, 10, 46, 9, 46, 3, 10, 65, 9, 65, 8, 65, 3, 5, 64, 6, 64, 8, 64, 3, 8, 21, 10, 21, 4, 21, 2, 1, 77, 9, 77, 2, 6, 65, 5, 65, 1, 4, 55];
    [10, 2, 9, 31, 3, 31, 2, 8, 84, 6, 84, 1, 6, 37, 2, 4, 24, 5, 24, 2, 3, 85, 4, 85, 1, 5, 89, 1, 10, 29, 2, 2, 44, 5, 44, 1, 1, 40, 3, 7, 83, 5, 83, 3, 83];
    [10, 3, 5, 80, 2, 80, 8, 80, 2, 1, 8, 9, 8, 1, 10, 41, 2, 6, 59, 7, 59, 1, 8, 56, 3, 4, 38, 3, 38, 7, 38, 1, 3, 30, 1, 9, 97, 1, 7, 77, 2, 2, 80, 1, 80];
    [10, 1, 10, 59, 2, 1, 91, 2, 91, 1, 4, 50, 2, 9, 80, 3, 80, 3, 2, 17, 1, 17, 4, 17, 3, 7, 40, 5, 40, 8, 40, 2, 3, 71, 2, 71, 2, 6, 56, 9, 56, 3, 5, 88, 4, 88, 6, 88, 1, 8, 7];
    [10, 3, 8, 36, 9, 36, 1, 36, 2, 4, 58, 10, 58, 3, 5, 54, 8, 54, 2, 54, 1, 6, 77, 1, 3, 8, 1, 7, 9, 2, 1, 45, 6, 45, 2, 10, 10, 6, 10, 2, 2, 29, 1, 29, 1, 9, 96];
    [10, 2, 1, 28, 9, 28, 2, 4, 92, 3, 92, 2, 3, 73, 9, 73, 2, 8, 27, 7, 27, 1, 9, 86, 1, 6, 87, 1, 10, 96, 2, 2, 98, 9, 98, 1, 7, 99, 1, 5, 70];
    [10, 2, 10, 32, 3, 32, 2, 2, 95, 5, 95, 1, 4, 85, 2, 7, 81, 6, 81, 2, 3, 41, 7, 41, 2, 9, 39, 8, 39, 2, 8, 92, 10, 92, 3, 1, 59, 6, 59, 10, 59, 2, 6, 56, 5, 56, 3, 5, 52, 4, 52, 3, 52];
    [10, 2, 5, 93, 1, 93, 2, 3, 12, 2, 12, 2, 6, 22, 2, 22, 2, 7, 27, 5, 27, 1, 9, 45, 1, 8, 69, 3, 4, 60, 2, 60, 8, 60, 2, 2, 7, 9, 7, 2, 1, 88, 2, 88, 1, 10, 49];
    [10, 3, 3, 61, 7, 61, 4, 61, 3, 6, 26, 4, 26, 3, 26, 1, 10, 71, 3, 9, 44, 10, 44, 5, 44, 1, 1, 21, 3, 7, 82, 9, 82, 4, 82, 1, 4, 68, 3, 8, 33, 7, 33, 3, 33, 2, 2, 84, 3, 84, 3, 5, 99, 4, 99, 1, 99];
};

dataArray = {
    [30, 10, 2]; 
    [10, 1, 3, 38, 1, 5, 75, 2, 10, 12, 3, 12, 2, 6, 97, 1, 97, 2, 1, 76, 8, 76, 2, 2, 29, 8, 29, 3, 9, 14, 10, 14, 7, 14, 3, 7, 66, 4, 66, 10, 66, 2, 8, 44, 1, 44, 3, 4, 12, 3, 12, 10, 12]; 
    [10, 2, 1, 43, 5, 43, 2, 6, 38, 2, 38, 2, 2, 80, 6, 80, 3, 4, 82, 1, 82, 8, 82, 2, 3, 85, 7, 85, 1, 5, 58, 3, 7, 87, 9, 87, 1, 87, 2, 9, 92, 10, 92, 1, 10, 89, 3, 8, 69, 3, 69, 4, 69]; 
    [10, 1, 7, 48, 1, 5, 8, 2, 9, 66, 6, 66, 1, 8, 7, 1, 3, 14, 3, 4, 41, 3, 41, 2, 41, 1, 6, 61, 2, 1, 43, 10, 43, 3, 2, 84, 10, 84, 4, 84, 3, 10, 5, 2, 5, 1, 5]; 
    [10, 3, 6, 19, 2, 19, 3, 19, 2, 4, 74, 3, 74, 1, 7, 41, 3, 5, 59, 2, 59, 4, 59, 3, 9, 43, 5, 43, 3, 43, 1, 3, 42, 1, 10, 73, 2, 8, 97, 1, 97, 2, 2, 8, 1, 8, 2, 1, 96, 10, 96]; 
    [10, 2, 4, 75, 1, 75, 2, 6, 5, 4, 5, 2, 3, 70, 1, 70, 1, 9, 42, 1, 8, 23, 2, 7, 55, 2, 55, 2, 2, 48, 5, 48, 3, 10, 38, 8, 38, 6, 38, 2, 5, 37, 2, 37, 3, 1, 7, 9, 7, 6, 7]; 
    [10, 3, 3, 72, 5, 72, 8, 72, 2, 8, 31, 7, 31, 1, 4, 95, 1, 1, 79, 1, 5, 25, 2, 2, 56, 5, 56, 1, 9, 9, 2, 10, 60, 6, 60, 3, 6, 73, 7, 73, 10, 73, 1, 7, 43]; 
    [10, 2, 10, 31, 3, 31, 3, 4, 78, 8, 78, 6, 78, 2, 7, 16, 2, 16, 2, 5, 94, 7, 94, 1, 8, 86, 2, 6, 21, 9, 21, 3, 1, 97, 2, 97, 9, 97, 2, 9, 53, 1, 53, 1, 2, 7, 1, 3, 64]; 
    [10, 3, 4, 86, 3, 86, 8, 86, 1, 3, 65, 2, 7, 59, 1, 59, 1, 9, 44, 2, 2, 33, 7, 33, 3, 8, 85, 1, 85, 3, 85, 2, 1, 61, 6, 61, 2, 6, 32, 5, 32, 1, 10, 63, 1, 5, 30]; 
    [10, 1, 5, 11, 3, 6, 61, 2, 61, 5, 61, 3, 10, 84, 8, 84, 5, 84, 2, 4, 16, 9, 16, 1, 8, 90, 3, 2, 30, 9, 30, 10, 30, 1, 1, 60, 2, 9, 93, 1, 93, 3, 3, 44, 1, 44, 9, 44, 2, 7, 45, 9, 45]; 
    [10, 3, 6, 11, 3, 11, 2, 11, 1, 3, 28, 1, 1, 32, 3, 8, 36, 1, 36, 5, 36, 1, 9, 31, 3, 5, 47, 1, 47, 10, 47, 1, 4, 20, 2, 7, 52, 4, 52, 3, 10, 35, 3, 35, 6, 35, 1, 2, 49]
    [10, 1, 6, 17, 1, 4, 34, 3, 7, 49, 4, 49, 5, 49, 1, 2, 84, 3, 1, 85, 3, 85, 2, 85, 1, 9, 20, 2, 8, 74, 2, 74, 1, 10, 68, 1, 5, 10, 2, 3, 77, 8, 77];
    [10, 2, 9, 71, 5, 71, 2, 6, 7, 5, 7, 3, 4, 29, 2, 29, 9, 29, 1, 2, 85, 3, 5, 76, 6, 76, 10, 76, 3, 7, 59, 9, 59, 2, 59, 3, 3, 17, 5, 17, 8, 17, 2, 1, 17, 8, 17, 3, 10, 13, 1, 13, 9, 13, 2, 8, 48, 6, 48];
    [10, 1, 2, 39, 3, 10, 16, 6, 16, 4, 16, 2, 5, 39, 6, 39, 1, 7, 87, 3, 8, 11, 9, 11, 1, 11, 1, 4, 32, 2, 3, 15, 4, 15, 1, 1, 19, 1, 6, 64, 2, 9, 43, 3, 43];
    [10, 1, 6, 33, 1, 9, 82, 1, 3, 92, 3, 2, 83, 3, 83, 5, 83, 3, 7, 32, 1, 32, 5, 32, 2, 4, 99, 9, 99, 2, 10, 99, 7, 99, 1, 5, 91, 2, 1, 8, 2, 8, 2, 8, 57, 7, 57];
    [10, 2, 8, 7, 2, 7, 3, 1, 48, 4, 48, 5, 48, 3, 10, 62, 5, 62, 8, 62, 3, 5, 88, 8, 88, 10, 88, 1, 7, 21, 3, 6, 39, 5, 39, 10, 39, 2, 9, 27, 8, 27, 3, 4, 91, 1, 91, 10, 91, 3, 2, 38, 3, 38, 8, 38, 2, 3, 69, 1, 69];
    [10, 3, 10, 64, 2, 64, 5, 64, 2, 9, 45, 8, 45, 3, 4, 24, 9, 24, 1, 24, 2, 8, 80, 5, 80, 1, 3, 67, 2, 5, 18, 4, 18, 3, 7, 38, 9, 38, 1, 38, 1, 1, 88, 2, 6, 80, 9, 80, 3, 2, 44, 1, 44, 9, 44];
    [10, 3, 3, 15, 6, 15, 9, 15, 1, 4, 72, 3, 5, 40, 3, 40, 2, 40, 2, 8, 21, 3, 21, 3, 9, 52, 3, 52, 7, 52, 2, 1, 51, 2, 51, 2, 10, 59, 7, 59, 1, 2, 24, 1, 7, 47, 3, 6, 43, 9, 43, 7, 43];
    [10, 3, 5, 77, 9, 77, 8, 77, 2, 8, 43, 6, 43, 1, 2, 40, 1, 3, 31, 1, 9, 76, 3, 7, 20, 6, 20, 10, 20, 3, 6, 88, 8, 88, 1, 88, 2, 4, 70, 10, 70, 3, 10, 5, 8, 5, 9, 5, 1, 1, 32];
    [10, 1, 3, 14, 1, 8, 58, 3, 10, 85, 5, 85, 4, 85, 3, 6, 64, 5, 64, 10, 64, 2, 2, 26, 4, 26, 2, 7, 94, 1, 94, 2, 1, 32, 6, 32, 1, 4, 49, 2, 9, 80, 5, 80, 1, 5, 47];
    [10, 2, 10, 23, 2, 23, 1, 2, 11, 2, 9, 34, 6, 34, 1, 5, 75, 1, 8, 79, 1, 4, 26, 2, 3, 96, 4, 96, 2, 1, 5, 7, 5, 2, 7, 9, 1, 9, 1, 6, 59];
    [10, 1, 1, 75, 3, 3, 20, 10, 20, 6, 20, 2, 9, 10, 1, 10, 3, 4, 66, 5, 66, 8, 66, 2, 7, 43, 8, 43, 1, 8, 37, 3, 2, 9, 5, 9, 10, 9, 3, 10, 83, 7, 83, 1, 83, 2, 5, 68, 8, 68, 3, 6, 52, 1, 52, 9, 52];
    [10, 2, 9, 54, 6, 54, 2, 2, 26, 10, 26, 2, 5, 79, 8, 79, 3, 8, 88, 7, 88, 5, 88, 2, 7, 84, 3, 84, 1, 1, 6, 1, 3, 54, 1, 10, 59, 2, 4, 28, 7, 28, 2, 6, 42, 9, 42];
    [10, 3, 5, 56, 8, 56, 3, 56, 2, 10, 29, 9, 29, 3, 4, 36, 9, 36, 8, 36, 3, 1, 40, 6, 40, 8, 40, 3, 7, 86, 10, 86, 4, 86, 2, 9, 68, 2, 68, 3, 3, 69, 7, 69, 10, 69, 1, 8, 23, 2, 6, 62, 2, 62, 2, 2, 16, 4, 16];
    [10, 2, 8, 53, 5, 53, 2, 2, 5, 4, 5, 1, 7, 17, 1, 10, 59, 2, 3, 59, 5, 59, 1, 9, 78, 3, 4, 64, 5, 64, 3, 64, 3, 1, 82, 2, 82, 8, 82, 2, 5, 13, 9, 13, 1, 6, 12];
    [10, 2, 10, 7, 6, 7, 1, 7, 62, 1, 8, 90, 3, 6, 83, 3, 83, 7, 83, 1, 2, 85, 1, 4, 69, 1, 1, 16, 2, 5, 81, 1, 81, 1, 3, 58, 2, 9, 66, 2, 66];
    [10, 1, 8, 24, 2, 3, 65, 10, 65, 2, 2, 69, 4, 69, 3, 6, 42, 7, 42, 5, 42, 1, 10, 82, 2, 7, 82, 2, 82, 2, 1, 83, 9, 83, 3, 4, 46, 6, 46, 7, 46, 3, 9, 72, 1, 72, 8, 72, 1, 5, 33];
    [10, 3, 2, 10, 8, 10, 10, 10, 1, 9, 27, 1, 8, 43, 2, 6, 20, 8, 20, 1, 5, 71, 2, 10, 65, 1, 65, 1, 3, 73, 2, 7, 99, 9, 99, 2, 1, 24, 3, 24, 2, 4, 64, 9, 64];
    [10, 2, 10, 35, 7, 35, 1, 4, 92, 1, 1, 38, 1, 6, 35, 2, 8, 30, 9, 30, 1, 9, 45, 1, 3, 8, 2, 5, 82, 3, 82, 2, 2, 34, 5, 34, 1, 7, 21];
    [10, 2, 6, 23, 1, 23, 3, 8, 84, 2, 84, 6, 84, 1, 10, 7, 3, 5, 85, 6, 85, 10, 85, 2, 9, 60, 5, 60, 3, 2, 15, 4, 15, 3, 15, 2, 3, 52, 5, 52, 2, 7, 94, 4, 94, 1, 4, 83, 2, 1, 6, 2, 6];
    [10, 2, 3, 70, 5, 70, 1, 7, 29, 1, 9, 27, 3, 10, 80, 2, 80, 4, 80, 1, 5, 6, 2, 8, 39, 9, 39, 2, 2, 79, 3, 79, 3, 1, 28, 7, 28, 4, 28, 3, 4, 66, 3, 66, 10, 66, 3, 6, 66, 10, 66, 5, 66];
};

dataArray = {
    [30, 10, 2]; 
    [10, 1, 3, 51, 1, 8, 59, 2, 2, 35, 3, 35, 2, 6, 73, 1, 73, 2, 10, 65, 8, 65, 2, 1, 27, 8, 27, 3, 7, 13, 10, 13, 4, 13, 2, 4, 81, 1, 81, 3, 9, 32, 7, 32, 3, 32, 2, 5, 74, 3, 74]; 
    [10, 2, 5, 64, 6, 64, 2, 8, 33, 4, 33, 3, 6, 75, 9, 75, 4, 75, 3, 3, 33, 4, 33, 8, 33, 2, 9, 10, 7, 10, 1, 1, 28, 3, 4, 38, 9, 38, 1, 38, 2, 7, 53, 9, 53, 3, 10, 49, 4, 49, 8, 49, 3, 2, 55, 4, 55, 10, 55]; 
    [10, 1, 7, 83, 2, 2, 23, 6, 23, 1, 3, 72, 1, 4, 7, 3, 10, 72, 3, 72, 2, 72, 1, 1, 6, 2, 5, 39, 10, 39, 3, 6, 52, 2, 52, 10, 52, 1, 9, 90, 3, 8, 21, 10, 21, 2, 21]; 
    [10, 1, 4, 82, 3, 2, 23, 3, 23, 10, 23, 2, 3, 93, 5, 93, 3, 5, 78, 2, 78, 4, 78, 3, 7, 88, 5, 88, 3, 88, 1, 8, 53, 1, 10, 28, 2, 9, 65, 1, 65, 2, 6, 21, 1, 21, 2, 1, 61, 10, 61]; 
    [10, 2, 5, 41, 1, 41, 2, 7, 12, 4, 12, 2, 10, 12, 1, 12, 1, 4, 77, 1, 2, 70, 2, 8, 24, 2, 24, 2, 1, 81, 5, 81, 3, 6, 73, 8, 73, 7, 73, 2, 3, 62, 10, 62, 3, 9, 6, 6, 6, 5, 6]; 
    [10, 2, 5, 98, 3, 98, 3, 4, 28, 8, 28, 3, 28, 1, 7, 42, 2, 10, 72, 5, 72, 1, 1, 15, 2, 9, 15, 6, 15, 3, 6, 94, 7, 94, 10, 94, 1, 3, 33, 2, 2, 51, 3, 51, 3, 8, 99, 6, 99, 2, 99]; 
    [10, 2, 1, 32, 3, 32, 2, 9, 22, 7, 22, 3, 10, 96, 7, 96, 2, 96, 3, 5, 15, 3, 15, 1, 15, 1, 7, 78, 1, 4, 31, 3, 6, 7, 3, 7, 8, 7, 1, 2, 94, 2, 3, 23, 1, 23, 1, 8, 86]; 
    [10, 2, 8, 93, 7, 93, 3, 3, 97, 1, 97, 10, 97, 2, 4, 43, 2, 43, 2, 6, 73, 8, 73, 1, 1, 24, 1, 9, 68, 3, 10, 88, 2, 88, 5, 88, 3, 2, 42, 10, 42, 8, 42, 3, 5, 35, 2, 35, 9, 35, 1, 7, 72]; 
    [10, 3, 3, 14, 9, 14, 10, 14, 1, 1, 44, 2, 9, 13, 1, 13, 3, 6, 67, 1, 67, 9, 67, 2, 2, 63, 9, 63, 3, 4, 49, 3, 49, 2, 49, 1, 8, 5, 1, 5, 17, 3, 7, 85, 1, 85, 8, 85, 3, 10, 66, 1, 66, 5, 66]; 
    [10, 1, 8, 82, 3, 10, 15, 1, 15, 5, 15, 2, 4, 72, 5, 72, 2, 5, 26, 6, 26, 1, 1, 8, 1, 2, 68, 1, 7, 21, 3, 9, 45, 4, 45, 7, 45, 3, 3, 99, 4, 99, 7, 99, 3, 6, 27, 1, 27, 2, 27]
    [10, 1, 5, 93, 2, 7, 23, 2, 23, 1, 1, 51, 1, 9, 54, 2, 4, 49, 8, 49, 2, 2, 96, 5, 96, 2, 3, 56, 5, 56, 3, 10, 36, 2, 36, 9, 36, 1, 6, 53, 3, 8, 52, 6, 52, 10, 52];
    [10, 3, 9, 60, 2, 60, 4, 60, 1, 1, 14, 3, 5, 70, 8, 70, 6, 70, 2, 10, 55, 9, 55, 2, 2, 23, 6, 23, 1, 6, 83, 3, 4, 38, 6, 38, 10, 38, 3, 3, 24, 5, 24, 8, 24, 3, 8, 37, 1, 37, 9, 37, 2, 7, 48, 4, 48];
    [10, 1, 1, 62, 1, 8, 15, 2, 9, 69, 3, 69, 1, 10, 23, 1, 2, 82, 1, 7, 26, 3, 5, 45, 3, 45, 1, 45, 2, 6, 33, 5, 33, 2, 4, 12, 9, 12, 2, 3, 37, 7, 37];
    [10, 1, 7, 72, 2, 2, 9, 8, 9, 2, 8, 15, 6, 15, 1, 6, 28, 3, 9, 92, 4, 92, 5, 92, 3, 10, 12, 5, 12, 8, 12, 3, 1, 59, 8, 59, 10, 59, 1, 4, 64, 3, 5, 87, 10, 87, 9, 87, 3, 3, 73, 4, 73, 1, 73];
    [10, 2, 1, 50, 10, 50, 1, 2, 14, 2, 8, 90, 3, 90, 3, 6, 46, 8, 46, 2, 46, 2, 4, 71, 6, 71, 1, 5, 48, 3, 3, 80, 9, 80, 1, 80, 2, 10, 61, 5, 61, 1, 9, 24, 2, 7, 44, 4, 44];
    [10, 3, 1, 22, 9, 22, 10, 22, 2, 10, 94, 9, 94, 3, 6, 16, 1, 16, 9, 16, 3, 4, 73, 6, 73, 9, 73, 1, 3, 54, 3, 9, 54, 3, 54, 2, 54, 2, 5, 46, 3, 46, 3, 2, 97, 3, 97, 7, 97, 2, 7, 61, 2, 61, 2, 8, 75, 7, 75];
    [10, 1, 10, 55, 1, 4, 67, 3, 7, 77, 9, 77, 5, 77, 1, 5, 30, 2, 8, 6, 9, 6, 1, 2, 32, 2, 9, 47, 3, 47, 1, 6, 93, 1, 3, 6, 3, 1, 40, 7, 40, 6, 40];
    [10, 1, 2, 30, 3, 4, 98, 8, 98, 1, 98, 2, 8, 79, 10, 79, 3, 1, 22, 8, 22, 9, 22, 1, 7, 79, 1, 3, 7, 1, 9, 36, 3, 10, 36, 5, 36, 4, 36, 3, 6, 9, 5, 9, 10, 9, 2, 5, 92, 4, 92];
    [10, 2, 9, 37, 1, 37, 2, 8, 72, 6, 72, 1, 3, 52, 2, 5, 31, 3, 31, 2, 2, 82, 8, 82, 2, 10, 54, 6, 54, 1, 6, 7, 1, 7, 82, 1, 4, 73, 2, 1, 49, 4, 49];
    [10, 2, 2, 73, 7, 73, 2, 4, 83, 1, 83, 1, 8, 45, 1, 3, 76, 3, 5, 43, 10, 43, 6, 43, 2, 10, 29, 1, 29, 3, 1, 35, 5, 35, 8, 35, 2, 6, 92, 8, 92, 1, 9, 39, 3, 7, 28, 5, 28, 10, 28];
    [10, 3, 3, 58, 7, 58, 1, 58, 2, 1, 26, 8, 26, 3, 2, 48, 6, 48, 1, 48, 1, 9, 52, 2, 8, 34, 6, 34, 2, 7, 96, 10, 96, 2, 6, 70, 8, 70, 3, 5, 98, 7, 98, 3, 98, 1, 4, 80, 1, 10, 94];
    [10, 1, 2, 70, 2, 9, 23, 7, 23, 2, 6, 26, 9, 26, 3, 5, 14, 8, 14, 3, 14, 2, 7, 90, 10, 90, 2, 3, 93, 2, 93, 3, 4, 21, 8, 21, 10, 21, 3, 1, 42, 8, 42, 10, 42, 1, 8, 18, 2, 10, 36, 9, 36];
    [10, 2, 5, 28, 7, 28, 2, 7, 76, 9, 76, 2, 8, 25, 2, 25, 2, 1, 17, 4, 17, 2, 2, 84, 5, 84, 2, 3, 67, 4, 67, 1, 9, 87, 1, 4, 43, 2, 10, 88, 5, 88, 1, 6, 84];
    [10, 3, 8, 30, 5, 30, 3, 30, 3, 4, 91, 2, 91, 8, 91, 2, 9, 52, 7, 52, 2, 5, 80, 6, 80, 1, 1, 21, 1, 6, 8, 3, 10, 37, 3, 37, 7, 37, 1, 3, 15, 1, 7, 12, 1, 2, 92];
    [10, 2, 2, 28, 1, 28, 1, 5, 7, 2, 8, 46, 2, 46, 1, 7, 92, 2, 3, 77, 10, 77, 2, 4, 15, 2, 15, 1, 10, 69, 1, 9, 54, 3, 1, 47, 8, 47, 2, 47, 2, 6, 39, 9, 39];
    [10, 3, 10, 50, 4, 50, 6, 50, 1, 6, 44, 3, 3, 64, 9, 64, 1, 64, 2, 9, 38, 10, 38, 3, 5, 93, 8, 93, 2, 93, 1, 7, 33, 1, 8, 75, 1, 1, 41, 2, 2, 24, 6, 24, 2, 4, 5, 6, 5];
    [10, 2, 8, 94, 1, 94, 1, 1, 17, 2, 7, 87, 9, 87, 2, 3, 21, 7, 21, 1, 9, 92, 2, 10, 28, 7, 28, 1, 2, 61, 1, 5, 63, 1, 4, 34, 2, 6, 77, 9, 77];
    [10, 1, 4, 72, 1, 9, 98, 2, 10, 5, 3, 5, 2, 5, 28, 10, 28, 2, 3, 9, 6, 9, 2, 6, 95, 7, 95, 2, 7, 64, 8, 64, 2, 2, 43, 10, 43, 3, 1, 50, 6, 50, 10, 50, 2, 8, 96, 5, 96];
    [10, 3, 1, 85, 4, 85, 3, 85, 2, 3, 85, 5, 85, 2, 9, 39, 4, 39, 1, 2, 98, 2, 8, 24, 2, 24, 2, 4, 71, 5, 71, 1, 6, 60, 1, 5, 55, 3, 10, 22, 2, 22, 4, 22, 1, 7, 35];
    [10, 2, 4, 78, 9, 78, 2, 7, 49, 2, 49, 1, 3, 46, 3, 2, 11, 7, 11, 4, 11, 3, 1, 90, 4, 90, 3, 90, 1, 6, 20, 3, 10, 34, 5, 34, 2, 34, 3, 8, 6, 9, 6, 4, 6, 1, 5, 70, 3, 9, 74, 7, 74, 3, 74];
};
dataArray = { 
    [30, 10, 2]; 
    [10, 1, 1, 66, 1, 3, 84, 2, 4, 26, 3, 26, 2, 8, 29, 6, 29, 1, 10, 94, 2, 7, 98, 8, 98, 2, 9, 7, 8, 7, 3, 6, 98, 10, 98, 7, 98, 3, 2, 45, 4, 45, 10, 45, 2, 5, 43, 1, 43]; 
    [10, 3, 4, 32, 3, 32, 10, 32, 2, 1, 97, 5, 97, 2, 7, 55, 2, 55, 2, 3, 88, 6, 88, 3, 9, 93, 4, 93, 1, 93, 1, 10, 88, 2, 2, 20, 9, 20, 1, 5, 50, 1, 8, 17, 3, 6, 5, 9, 5, 1, 5]; 
    [10, 2, 5, 43, 9, 43, 3, 4, 68, 10, 68, 8, 68, 3, 9, 47, 4, 47, 10, 47, 1, 10, 68, 2, 2, 57, 6, 57, 1, 7, 20, 1, 6, 81, 3, 3, 60, 2, 60, 7, 60, 3, 8, 94, 10, 94, 2, 94, 2, 1, 62, 4, 62]; 
    [10, 3, 2, 57, 10, 57, 1, 57, 3, 6, 40, 2, 40, 3, 40, 2, 1, 78, 3, 78, 1, 7, 9, 3, 3, 49, 2, 49, 4, 49, 3, 10, 17, 5, 17, 3, 17, 1, 4, 32, 1, 5, 30, 2, 9, 87, 1, 87, 2, 8, 77, 1, 77]; 
    [10, 2, 1, 52, 10, 52, 2, 5, 30, 1, 30, 2, 4, 48, 3, 48, 2, 6, 48, 9, 48, 1, 2, 26, 2, 10, 17, 2, 17, 2, 7, 93, 5, 93, 3, 9, 97, 8, 97, 6, 97, 2, 8, 49, 2, 49, 3, 3, 89, 9, 89, 6, 89]; 
    [10, 3, 8, 95, 5, 95, 3, 95, 3, 1, 33, 8, 33, 3, 33, 1, 2, 5, 2, 7, 17, 5, 17, 1, 6, 70, 2, 4, 57, 6, 57, 3, 5, 34, 7, 34, 10, 34, 1, 3, 61, 2, 9, 62, 3, 62, 3, 10, 39, 8, 39, 6, 39]; 
    [10, 2, 8, 97, 2, 97, 2, 6, 92, 7, 92, 1, 2, 31, 2, 9, 5, 7, 5, 2, 3, 79, 9, 79, 2, 5, 5, 1, 5, 1, 4, 67, 1, 1, 5, 3, 10, 78, 3, 78, 8, 78, 1, 7, 60]; 
    [10, 2, 3, 79, 1, 79, 1, 5, 6, 2, 8, 20, 7, 20, 3, 9, 45, 1, 45, 3, 45, 2, 7, 34, 6, 34, 2, 4, 24, 5, 24, 1, 10, 26, 1, 6, 68, 1, 2, 16, 3, 1, 46, 2, 46, 5, 46]; 
    [10, 3, 8, 58, 10, 58, 5, 58, 2, 10, 50, 9, 50, 1, 3, 19, 3, 9, 93, 10, 93, 5, 93, 2, 7, 49, 1, 49, 3, 4, 25, 1, 25, 9, 25, 2, 6, 85, 9, 85, 3, 5, 50, 3, 50, 2, 50, 1, 1, 93, 1, 2, 26]; 
    [10, 3, 10, 81, 1, 81, 8, 81, 3, 7, 71, 1, 71, 5, 71, 1, 6, 7, 3, 2, 39, 1, 39, 10, 39, 1, 3, 16, 2, 9, 42, 4, 42, 3, 1, 71, 3, 71, 6, 71, 1, 5, 84, 1, 4, 56, 1, 8, 99]
    [10, 3, 9, 9, 4, 9, 7, 9, 3, 1, 86, 4, 86, 7, 86, 3, 10, 6, 1, 6, 2, 6, 1, 4, 71, 2, 7, 97, 2, 97, 1, 6, 85, 1, 5, 16, 2, 3, 42, 8, 42, 2, 8, 81, 5, 81, 2, 2, 81, 5, 81];
    [10, 3, 5, 72, 2, 72, 9, 72, 1, 4, 24, 3, 1, 30, 6, 30, 10, 30, 3, 9, 56, 2, 56, 4, 56, 1, 3, 43, 3, 2, 61, 8, 61, 6, 61, 2, 8, 82, 9, 82, 2, 7, 40, 6, 40, 1, 6, 59, 3, 10, 43, 6, 43, 4, 43];
    [10, 2, 10, 43, 6, 43, 1, 2, 13, 3, 7, 70, 8, 70, 9, 70, 2, 8, 93, 9, 93, 2, 1, 95, 4, 95, 1, 9, 12, 1, 5, 15, 2, 3, 78, 4, 78, 1, 6, 97, 1, 4, 14];
    [10, 3, 1, 14, 3, 14, 5, 14, 3, 7, 26, 1, 26, 5, 26, 2, 2, 71, 9, 71, 2, 4, 46, 7, 46, 1, 9, 80, 2, 6, 31, 2, 31, 2, 5, 37, 7, 37, 2, 10, 27, 2, 27, 3, 8, 92, 4, 92, 5, 92, 3, 3, 67, 5, 67, 8, 67];
    [10, 3, 3, 12, 8, 12, 10, 12, 1, 1, 43, 3, 6, 96, 5, 96, 10, 96, 2, 7, 7, 8, 7, 3, 4, 45, 1, 45, 10, 45, 3, 8, 20, 3, 20, 1, 20, 3, 2, 13, 5, 13, 6, 13, 1, 10, 29, 3, 5, 60, 9, 60, 1, 60, 2, 9, 33, 5, 33];
    [10, 1, 2, 78, 2, 6, 50, 4, 50, 3, 7, 84, 9, 84, 1, 84, 1, 1, 42, 2, 9, 84, 5, 84, 3, 5, 30, 9, 30, 4, 30, 3, 10, 76, 9, 76, 3, 76, 3, 3, 57, 2, 57, 1, 57, 3, 8, 87, 10, 87, 3, 87, 1, 4, 59];
